timestamp,AT_solar_generation_actual,AT_wind_onshore_generation_actual,BE_solar_generation_actual,BE_wind_onshore_generation_actual,BE_wind_offshore_generation_actual,BG_solar_generation_actual,BG_wind_onshore_generation_actual,CY_wind_onshore_generation_actual,CZ_solar_generation_actual,CZ_wind_onshore_generation_actual,DE_solar_generation_actual,DE_wind_onshore_generation_actual,DE_wind_offshore_generation_actual,DK_solar_generation_actual,DK_wind_onshore_generation_actual,DK_wind_offshore_generation_actual,EE_solar_generation_actual,EE_wind_onshore_generation_actual,ES_solar_generation_actual,ES_wind_onshore_generation_actual,FI_wind_onshore_generation_actual,FR_solar_generation_actual,FR_wind_onshore_generation_actual,GR_solar_generation_actual,GR_wind_onshore_generation_actual,HR_solar_generation_actual,HR_wind_onshore_generation_actual,HU_solar_generation_actual,HU_wind_onshore_generation_actual,IE_wind_onshore_generation_actual,IT_solar_generation_actual,IT_wind_onshore_generation_actual,LT_solar_generation_actual,LT_wind_onshore_generation_actual,LV_wind_onshore_generation_actual,NL_solar_generation_actual,NL_wind_onshore_generation_actual,NL_wind_offshore_generation_actual,PL_solar_generation_actual,PL_wind_onshore_generation_actual,PT_solar_generation_actual,PT_wind_onshore_generation_actual,PT_wind_offshore_generation_actual,RO_solar_generation_actual,RO_wind_onshore_generation_actual,SE_wind_onshore_generation_actual,SI_solar_generation_actual,SI_wind_onshore_generation_actual,SK_solar_generation_actual,SK_wind_onshore_generation_actual
2019-01-01 00:00:00,0.0,188.0,0.0,304.75,500.06,0.0,10.0,50.0,0.0,120.77,0.0,22036.0,2868.0,0.0,3077.16,1026.0,0.7,243.7,31.0,3774.0,1426.8,0.0,1637.0,4.0,1579.0,0.0,0.0,0.0,1.0,593.0,0.0,5088.0,0.0,437.57,54.0,0.0,725.0,812.0,0.0,3439.92,0.0,542.6,0.0,0.0,144.0,5234.0,0.04,0.2,0.2,0.0
2019-01-01 01:00:00,0.0,139.0,0.0,291.61,554.06,0.0,13.0,57.0,0.0,119.76,0.0,22748.0,2460.0,0.0,2907.75,567.18,0.7,236.7,23.0,3740.0,1351.5,0.0,1567.0,0.0,1540.0,0.0,0.0,0.0,0.0,614.0,0.0,5086.0,0.0,435.91,54.0,0.0,804.0,822.0,0.0,3706.78,0.0,440.5,0.0,0.0,195.0,5011.0,0.04,0.15,0.2,0.0
2019-01-01 02:00:00,0.0,115.0,0.0,343.37,510.95,0.0,26.0,49.0,0.0,140.87,0.0,23870.0,2698.0,0.0,2865.65,502.79,0.7,227.0,15.0,3697.0,1176.8,0.0,1556.0,4.0,1541.0,0.0,0.0,0.0,0.0,513.0,0.0,5131.0,0.0,452.34,52.0,0.0,879.0,840.0,0.0,3981.88,0.0,366.8,0.0,0.0,159.0,4934.0,0.04,0.16,0.2,0.0
2019-01-01 03:00:00,0.0,163.0,0.0,391.99,608.7,0.0,23.0,34.0,0.0,169.09,0.0,25922.0,2578.0,0.0,2782.29,491.13,0.7,206.4,15.0,3516.0,1000.8,0.0,1595.0,4.0,1546.0,0.0,0.0,0.0,0.0,462.0,0.0,5235.0,0.0,457.01,50.0,0.0,934.0,841.0,0.0,4114.99,0.0,346.3,0.0,0.0,92.0,4895.0,0.04,0.14,0.2,0.0
2019-01-01 04:00:00,0.0,285.0,0.0,371.06,639.73,0.0,24.0,16.0,0.0,173.77,0.0,27429.0,2379.0,0.0,2705.15,490.14,0.7,201.5,15.0,3384.0,825.53,0.0,1719.0,4.0,1506.0,0.0,0.0,0.0,8.0,368.0,0.0,4950.0,0.0,460.32,50.0,0.0,1010.0,843.0,0.0,4356.57,0.0,413.0,0.0,0.0,97.0,4894.0,0.04,0.1,0.2,0.0
2019-01-01 05:00:00,0.0,450.0,0.0,411.74,801.62,0.0,51.0,23.0,0.0,186.73,0.0,29086.0,1930.0,0.0,2986.34,487.53,0.7,198.6,15.0,3367.0,641.7,0.0,1794.0,4.0,1459.0,0.0,0.0,0.0,24.0,298.0,0.0,4741.0,0.0,457.51,51.0,0.0,1026.0,842.0,0.0,4570.84,0.0,448.9,0.0,0.0,91.0,4836.0,0.04,0.2,0.2,0.0
2019-01-01 06:00:00,10.0,592.0,0.0,442.81,875.09,9.0,38.0,22.0,2.58,196.38,0.0,29905.0,2045.0,0.0,2989.9,493.43,0.7,204.2,15.0,3346.0,423.31,0.0,1780.0,42.0,1469.0,0.0,0.0,0.0,50.0,259.0,44.0,4418.0,0.0,457.59,50.0,0.0,1009.0,847.0,0.0,4675.14,0.0,403.8,0.0,5.0,52.0,4900.0,0.11,0.21,0.2,0.0
2019-01-01 07:00:00,25.0,637.0,0.0,364.43,792.24,37.0,43.0,35.0,4.84,218.06,84.0,30440.0,2208.0,0.48,2940.82,655.83,0.7,210.1,39.0,3345.0,284.25,132.0,1730.0,199.0,1468.0,0.0,0.0,0.0,95.0,213.0,1052.0,4210.0,0.0,456.99,50.0,0.0,955.0,827.0,0.0,4734.73,0.2,404.7,0.0,53.0,18.0,5030.0,5.0,0.32,0.6,0.0
2019-01-01 08:00:00,55.0,679.0,12.56,397.54,677.96,72.0,30.0,14.0,17.93,226.44,583.0,30200.0,2075.0,21.87,3215.54,653.22,0.7,193.9,777.0,3154.0,247.48,503.0,1670.0,292.0,1487.0,0.0,0.0,0.0,104.0,161.0,2840.0,3656.0,1.0,452.07,50.0,0.0,746.0,804.0,0.0,4800.82,52.5,372.5,0.0,120.0,0.0,5074.0,26.71,0.18,15.4,0.0
2019-01-01 09:00:00,102.0,907.0,65.97,422.05,819.25,95.0,24.0,10.0,39.95,237.75,1369.0,31311.0,2155.0,82.28,3140.61,634.43,0.7,174.2,2084.0,2547.0,259.13,1067.0,1589.0,427.0,1493.0,0.0,0.0,0.0,102.0,124.0,4601.0,3262.0,2.0,449.59,48.0,0.0,818.0,743.0,0.0,4871.04,196.0,340.6,0.0,180.0,0.0,5232.0,56.53,0.24,32.3,0.0
2019-01-01 10:00:00,151.0,957.0,125.99,451.23,678.35,110.0,16.0,9.0,65.25,241.79,2053.0,32990.0,2722.0,142.48,2964.97,933.59,0.7,162.9,3142.0,1930.0,345.94,1456.0,1602.0,499.0,1498.0,0.0,0.0,0.0,114.0,99.0,5270.0,3477.0,2.0,450.32,47.0,0.0,869.0,755.0,0.0,4947.48,302.7,303.7,0.0,209.0,0.0,5459.0,73.22,0.08,37.3,0.0
2019-01-01 11:00:00,168.0,1102.0,120.76,504.14,815.0,81.0,10.0,2.0,102.91,256.33,2232.0,33379.0,2521.0,168.67,2948.72,919.48,0.7,135.7,3814.0,1745.0,596.32,1628.0,1725.0,490.0,1506.0,0.0,0.0,0.0,138.0,86.0,5453.0,3892.0,2.0,451.37,47.0,0.0,847.0,790.0,0.0,4941.43,348.2,222.7,0.0,208.0,15.0,5631.0,64.67,0.05,31.7,0.0
2019-01-01 12:00:00,156.0,1635.0,89.6,488.71,773.97,53.0,4.0,5.0,82.03,250.61,2006.0,34172.0,2283.0,136.52,3174.45,582.25,0.7,125.7,3873.0,1629.0,719.96,1747.0,1971.0,586.0,1521.0,0.0,0.0,0.0,141.0,77.0,4925.0,3460.0,2.0,448.8,45.0,0.0,865.0,830.0,0.0,4977.34,358.4,149.4,0.0,168.0,92.0,5747.0,52.73,0.1,26.8,0.0
2019-01-01 13:00:00,108.0,1812.0,70.04,418.71,593.53,19.0,3.0,10.0,40.32,253.35,1297.0,34623.0,2244.0,75.78,3447.61,541.91,0.7,134.5,3821.0,1589.0,856.44,1474.0,2096.0,280.0,1510.0,0.0,0.0,0.0,156.0,68.0,3427.0,3213.0,2.0,451.43,39.0,0.0,970.0,830.0,0.0,4929.49,351.0,96.7,0.0,87.0,195.0,5949.0,30.19,0.07,15.9,0.0
2019-01-01 14:00:00,48.0,2066.0,54.12,429.94,664.21,5.0,10.0,17.0,12.04,261.54,445.0,34728.0,2120.0,17.57,3291.38,576.27,0.7,136.3,3603.0,1507.0,941.32,904.0,2108.0,102.0,1496.0,0.0,0.0,0.0,180.0,48.0,1788.0,3308.0,0.0,440.76,36.0,0.0,1022.0,833.0,0.0,4878.99,310.1,81.5,0.0,8.0,313.0,6055.0,8.34,0.16,4.9,0.0
2019-01-01 15:00:00,14.0,2212.0,9.12,457.73,941.59,0.0,25.0,27.0,2.64,265.75,22.0,35739.0,2216.0,1.09,3238.75,916.75,0.7,151.3,2801.0,1551.0,1017.8,324.0,2104.0,13.0,1505.0,0.0,0.0,0.0,179.0,29.0,225.0,3468.0,0.0,415.52,26.0,0.0,1091.0,835.0,0.0,4922.08,235.1,104.2,0.0,0.0,505.0,6108.0,0.29,0.39,0.7,0.0
2019-01-01 16:00:00,4.0,2217.0,0.0,571.81,864.66,0.0,21.0,30.0,0.0,258.4,0.0,36283.0,2267.0,0.0,3495.39,856.61,0.7,126.8,1138.0,2099.0,1113.3,107.0,2185.0,0.0,1504.0,0.0,0.0,0.0,195.0,27.0,1.0,3078.0,0.0,399.66,14.0,0.0,1159.0,835.0,0.0,4923.96,87.4,163.9,0.0,0.0,736.0,6168.0,0.04,0.22,0.2,0.0
2019-01-01 17:00:00,4.0,2283.0,0.0,635.0,998.54,0.0,33.0,31.0,0.0,263.05,0.0,36324.0,2207.0,0.0,3583.69,980.0,0.7,148.1,206.0,3047.0,1180.8,0.0,2444.0,8.0,1473.0,0.0,0.0,0.0,185.0,64.0,0.0,3058.0,0.0,385.44,21.0,0.0,1190.0,839.0,0.0,4883.55,1.3,253.0,0.0,0.0,904.0,6196.0,0.04,0.27,0.2,0.0
2019-01-01 18:00:00,0.0,2375.0,0.0,549.03,1097.01,0.0,49.0,23.0,0.0,262.82,0.0,36045.0,2173.0,0.0,3466.22,601.68,0.7,137.8,65.0,3696.0,1261.7,0.0,2596.0,0.0,1409.0,0.0,0.0,0.0,171.0,85.0,0.0,3124.0,0.0,348.66,19.0,0.0,1197.0,809.0,0.0,4829.69,0.0,272.1,0.0,0.0,998.0,6232.0,0.04,0.33,0.2,0.0
2019-01-01 19:00:00,0.0,2682.0,0.0,644.3,1134.0,0.0,43.0,27.0,0.0,241.62,0.0,36055.0,2142.0,0.0,3377.52,613.13,0.7,115.6,35.0,4377.0,1280.4,0.0,2772.0,7.0,1370.0,0.0,0.0,0.0,186.0,87.0,0.0,3091.0,0.0,278.16,19.0,0.0,1202.0,800.0,0.0,4719.05,0.0,285.2,0.0,0.0,1135.0,6250.0,0.04,0.27,0.2,0.0
2019-01-01 20:00:00,0.0,2506.0,0.0,700.31,1089.55,0.0,41.0,22.0,0.0,233.78,0.0,35922.0,1845.0,0.0,3125.67,475.26,0.7,119.6,32.0,5065.0,1294.1,0.0,3018.0,0.0,1365.0,0.0,0.0,0.0,208.0,95.0,0.0,2923.0,0.0,210.06,25.0,0.0,1213.0,806.0,0.0,4682.68,0.0,308.1,0.0,0.0,1190.0,6243.0,0.04,0.18,0.2,0.0
2019-01-01 21:00:00,0.0,2648.0,0.0,614.92,1103.57,0.0,25.0,34.0,0.0,266.84,0.0,34987.0,1840.0,0.0,2926.96,637.89,0.7,130.5,32.0,5710.0,1296.8,0.0,3014.0,4.0,1324.0,0.0,0.0,0.0,208.0,108.0,0.0,2674.0,0.0,155.66,32.0,0.0,1187.0,815.0,0.0,4647.63,0.0,398.4,0.0,0.0,1180.0,6227.0,0.04,0.22,0.2,0.0
2019-01-01 22:00:00,0.0,2709.0,0.0,594.57,1057.75,0.0,4.0,42.0,0.0,276.48,0.0,34698.0,1766.0,0.0,2775.11,490.46,0.7,158.2,31.0,6254.0,1277.5,0.0,3011.0,2.0,1261.0,0.0,0.0,0.0,209.0,87.0,0.0,2362.0,0.0,166.37,35.0,0.0,1152.0,819.0,0.0,4518.15,0.0,449.1,0.0,0.0,1463.0,6199.0,0.04,0.23,0.2,0.0
2019-01-01 23:00:00,0.0,2640.0,0.0,518.24,1077.31,0.0,10.0,38.0,0.0,280.25,0.0,32932.0,1669.0,0.0,2564.53,492.57,0.7,151.4,31.0,6621.0,1223.9,0.0,3356.0,1.0,1155.0,0.0,0.0,0.0,210.0,77.0,0.0,2202.0,0.0,169.59,44.0,0.0,1093.0,808.0,0.0,4394.14,0.0,534.7,0.0,0.0,1661.0,6197.0,0.04,0.14,0.2,0.0
2019-01-02 00:00:00,0.0,2587.0,0.0,550.46,1043.66,0.0,13.0,15.0,0.0,284.34,0.0,31614.0,2035.0,0.0,2507.27,491.33,0.7,143.6,23.0,6818.0,1208.4,0.0,3417.0,1.0,1097.0,0.0,0.0,0.0,172.0,48.0,0.0,2255.0,0.0,219.35,47.0,0.0,1106.0,836.0,0.0,4405.36,0.0,784.7,0.0,0.0,1636.0,6135.0,0.04,0.13,0.2,0.0
2019-01-02 01:00:00,0.0,2494.0,0.0,510.35,1053.43,0.0,26.0,11.0,0.0,281.84,0.0,30448.0,2659.0,0.0,2459.94,486.55,0.7,147.2,15.0,7081.0,1253.2,0.0,3359.0,0.0,969.0,0.0,0.0,0.0,224.0,59.0,0.0,2412.0,0.0,262.37,45.0,0.0,1120.0,845.0,0.0,4302.99,0.0,951.3,0.0,0.0,1830.0,6054.0,0.04,0.11,0.2,0.0
2019-01-02 02:00:00,0.0,2411.0,0.0,513.38,1045.28,0.0,23.0,20.0,0.0,275.78,0.0,29532.0,3053.0,0.0,2386.1,454.94,0.7,139.8,15.0,7501.0,1239.6,0.0,3281.0,0.0,835.0,0.0,0.0,0.0,224.0,94.0,0.0,2719.0,0.0,330.37,46.0,0.0,1138.0,843.0,0.0,4279.74,0.0,976.4,0.0,0.0,1748.0,5971.0,0.04,0.11,0.2,0.0
2019-01-02 03:00:00,0.0,2563.0,0.0,470.89,1001.68,0.0,24.0,47.0,0.0,270.39,0.0,29865.0,3095.0,0.0,2291.45,457.72,0.7,152.0,15.0,7865.0,1232.6,0.0,3147.0,0.0,720.0,0.0,0.0,0.0,243.0,97.0,0.0,3179.0,0.0,349.13,47.0,0.0,1084.0,845.0,0.0,4374.69,0.0,1073.9,0.0,0.0,1620.0,5912.0,0.04,0.2,0.2,0.0
2019-01-02 04:00:00,0.0,2892.0,0.0,466.82,855.32,0.0,51.0,62.0,0.0,260.56,0.0,30777.0,3263.0,0.0,2548.59,486.12,0.7,156.8,15.0,8073.0,1243.4,0.0,3146.0,0.0,601.0,0.0,0.0,0.0,235.0,99.0,0.0,3248.0,0.0,326.99,45.0,0.0,1027.0,846.0,0.0,4500.02,0.0,1071.2,0.0,0.0,1506.0,5854.0,0.04,0.03,0.2,0.0
2019-01-02 05:00:00,0.0,2863.0,0.0,430.9,905.87,9.0,38.0,71.0,0.0,249.01,0.0,31279.0,3877.0,0.0,2813.35,630.96,0.7,146.5,15.0,9231.0,1300.5,0.0,3072.0,1.0,490.0,0.0,0.0,0.0,260.0,102.0,0.0,2904.0,0.0,333.61,45.0,0.0,916.0,841.0,0.0,4640.04,0.0,1105.5,0.0,0.0,1359.0,5740.0,0.04,0.04,0.2,0.0
2019-01-02 06:00:00,10.0,2760.0,0.0,484.54,834.73,37.0,43.0,66.0,2.12,252.77,0.0,30781.0,4550.0,1.01,2629.4,1031.75,0.7,139.5,15.0,9617.0,1352.3,0.0,3138.0,146.0,458.0,0.0,0.0,0.0,284.0,116.0,53.0,2654.0,0.0,375.41,41.0,0.0,994.0,837.0,0.0,4682.41,0.0,1047.0,0.0,11.0,1362.0,5619.0,0.15,0.19,0.2,0.0
2019-01-02 07:00:00,24.0,2723.0,0.08,523.66,916.3,272.0,59.0,62.0,18.47,248.92,108.0,29750.0,4338.0,1.78,2448.96,1036.08,0.7,158.7,38.0,10119.0,1339.9,141.0,3179.0,569.0,374.0,0.0,0.0,0.0,266.0,116.0,739.0,2131.0,1.0,402.79,31.0,0.0,777.0,843.0,0.0,4675.35,0.2,865.9,0.0,69.0,1394.0,5560.0,8.01,0.15,0.4,0.0
2019-01-02 08:00:00,52.0,2857.0,54.05,471.8,863.25,405.0,45.0,73.0,121.77,234.75,1480.0,28755.0,4235.0,40.99,2276.7,1024.75,0.7,179.1,766.0,10096.0,1381.6,582.0,3069.0,981.0,308.0,0.0,0.0,0.0,259.0,115.0,2284.0,1777.0,1.0,418.84,33.0,0.0,656.0,837.0,0.0,4650.19,56.2,697.3,0.0,151.0,1466.0,5358.0,26.56,0.1,12.2,0.0
2019-01-02 09:00:00,92.0,2901.0,180.46,473.21,801.37,420.0,32.0,94.0,197.84,230.0,4148.0,28243.0,4126.0,140.47,2131.0,1001.83,0.7,184.6,2040.0,9841.0,1413.7,1432.0,2922.0,1195.0,229.0,0.0,0.0,0.0,267.0,108.0,3273.0,1735.0,2.0,421.5,42.0,0.0,565.0,822.0,0.0,4640.45,197.7,574.0,0.0,228.0,1444.0,5268.0,43.7,0.19,44.3,0.0
2019-01-02 10:00:00,138.0,2842.0,294.15,436.83,710.84,371.0,26.0,116.0,262.0,241.49,6335.0,28432.0,3762.0,228.65,1988.28,953.99,0.7,190.4,3019.0,9355.0,1360.5,2304.0,2772.0,1241.0,153.0,0.0,0.0,0.0,285.0,124.0,3921.0,1718.0,2.0,426.34,46.0,0.0,525.0,809.0,0.0,4711.83,296.8,528.6,0.0,249.0,1442.0,5072.0,60.08,0.11,53.2,0.0
2019-01-02 11:00:00,161.0,2764.0,349.81,431.9,802.94,258.0,16.0,75.0,207.02,233.33,6929.0,28726.0,3391.0,256.76,1835.35,960.09,0.7,208.0,3686.0,8961.0,1340.0,2788.0,2979.0,1177.0,158.0,0.0,0.0,0.0,283.0,158.0,5048.0,2110.0,2.0,422.58,38.0,0.0,503.0,776.0,0.0,4750.58,351.7,445.1,0.0,275.0,1359.0,4935.0,68.3,0.08,62.9,0.0
2019-01-02 12:00:00,154.0,2935.0,310.48,374.99,620.37,115.0,20.0,84.0,165.82,242.51,6271.0,28300.0,3169.0,225.28,1544.47,915.04,0.7,209.2,3821.0,8534.0,1336.3,2746.0,3161.0,1085.0,171.0,0.0,0.0,0.0,286.0,160.0,5033.0,3380.0,2.0,421.36,44.0,0.0,388.0,736.0,0.0,4808.27,369.5,435.9,0.0,214.0,1025.0,4815.0,57.26,0.07,69.8,0.0
2019-01-02 13:00:00,107.0,2967.0,246.62,372.22,480.11,19.0,28.0,95.0,86.76,236.24,4264.0,26490.0,2969.0,132.42,1288.53,847.14,0.7,212.4,3791.0,7788.0,1300.5,2325.0,3383.0,579.0,204.0,0.0,0.0,0.0,285.0,170.0,3738.0,4997.0,2.0,426.03,45.0,0.0,263.0,701.0,0.0,4799.65,361.8,452.0,0.0,114.0,696.0,4702.0,38.36,0.09,69.6,0.0
2019-01-02 14:00:00,48.0,2912.0,126.72,312.08,450.64,0.0,49.0,84.0,26.25,241.5,1500.0,24053.0,3117.0,25.21,1033.71,777.79,0.7,210.5,3651.0,7405.0,1375.5,1504.0,3427.0,214.0,180.0,0.0,0.0,0.0,292.0,192.0,1500.0,5294.0,0.0,425.59,42.0,0.0,297.0,578.0,0.0,4746.46,325.8,513.8,0.0,18.0,595.0,4585.0,15.21,0.12,52.2,0.0
2019-01-02 15:00:00,14.0,2811.0,17.64,287.96,393.78,0.0,45.0,77.0,3.14,223.44,83.0,22674.0,2884.0,1.14,870.44,763.39,0.7,217.1,2916.0,7139.0,1379.2,552.0,3380.0,25.0,140.0,0.0,0.0,0.0,287.0,197.0,171.0,4874.0,0.0,429.0,43.0,0.0,257.0,526.0,0.0,4693.67,239.0,555.2,0.0,0.0,556.0,4414.0,0.7,0.31,12.2,0.0
2019-01-02 16:00:00,4.0,2654.0,0.0,282.19,285.59,0.0,75.0,82.0,0.0,218.72,0.0,21633.0,2861.0,0.0,762.76,709.01,0.7,218.0,1337.0,7169.0,1394.9,119.0,3147.0,0.0,119.0,0.0,0.0,0.0,285.0,229.0,0.0,4165.0,0.0,446.35,43.0,0.0,211.0,385.0,0.0,4708.31,88.9,675.2,0.0,0.0,466.0,4172.0,0.02,0.09,1.5,0.0
2019-01-02 17:00:00,4.0,2642.0,0.0,273.39,318.62,0.0,108.0,59.0,0.0,241.05,0.0,19954.0,2698.0,0.0,632.75,814.67,0.7,218.1,247.0,7633.0,1386.7,0.0,3263.0,0.0,122.0,0.0,0.0,0.0,272.0,276.0,0.0,4365.0,0.0,462.9,45.0,0.0,232.0,358.0,0.0,4741.38,2.1,976.8,0.0,0.0,393.0,3908.0,0.02,0.01,1.3,0.0
2019-01-02 18:00:00,0.0,2669.0,0.0,287.03,235.84,0.0,101.0,38.0,0.0,253.57,0.0,17931.0,2962.0,0.0,519.45,810.58,0.7,223.8,46.0,7720.0,1344.7,0.0,3353.0,1.0,142.0,0.0,0.0,0.0,266.0,313.0,0.0,4711.0,0.0,450.03,47.0,0.0,241.0,307.0,0.0,4758.02,0.0,1469.5,0.0,0.0,347.0,3577.0,0.02,0.26,0.3,0.0
2019-01-02 19:00:00,0.0,2741.0,0.0,249.04,205.29,0.0,103.0,43.0,0.0,237.56,0.0,16526.0,2716.0,0.0,455.44,517.59,0.7,221.6,45.0,7697.0,1345.0,0.0,3252.0,0.0,152.0,0.0,0.0,0.0,288.0,313.0,0.0,5079.0,0.0,451.53,49.0,0.0,250.0,333.0,0.0,4748.84,0.0,1894.0,0.0,0.0,427.0,3347.0,0.02,0.16,0.2,0.0
2019-01-02 20:00:00,0.0,2752.0,0.0,224.29,232.86,0.0,71.0,32.0,0.0,220.51,0.0,15004.0,2848.0,0.0,431.49,363.79,0.7,219.7,41.0,7402.0,1364.9,0.0,3198.0,0.0,200.0,0.0,0.0,0.0,284.0,313.0,1.0,4975.0,0.0,466.39,47.0,0.0,184.0,317.0,0.0,4681.78,0.0,2270.5,0.0,0.0,498.0,3078.0,0.02,0.09,0.2,0.0
2019-01-02 21:00:00,0.0,2634.0,0.0,185.35,246.1,0.0,11.0,21.0,0.0,222.49,0.0,13593.0,3063.0,0.0,442.22,487.11,0.7,224.3,35.0,7061.0,1300.1,0.0,3073.0,0.0,233.0,0.0,0.0,0.0,287.0,296.0,1.0,4908.0,0.0,470.98,46.0,0.0,169.0,355.0,0.0,4645.58,0.0,2453.2,0.0,0.0,666.0,2867.0,0.02,0.07,0.2,0.0
2019-01-02 22:00:00,0.0,2623.0,0.0,148.15,323.3,0.0,12.0,17.0,0.0,215.84,0.0,12595.0,2820.0,0.0,492.19,637.93,0.7,226.6,31.0,6748.0,1234.5,0.0,3077.0,0.0,239.0,0.0,0.0,0.0,281.0,328.0,1.0,5276.0,0.0,457.16,45.0,0.0,202.0,452.0,0.0,4688.49,0.0,2618.8,0.0,0.0,738.0,2575.0,0.02,0.09,0.2,0.0
2019-01-02 23:00:00,0.0,2580.0,0.0,148.33,220.54,0.0,14.0,16.0,0.0,222.52,0.0,11954.0,3209.0,0.0,490.01,733.48,0.7,215.9,31.0,6330.0,1180.1,0.0,3043.0,0.0,259.0,0.0,0.0,0.0,279.0,371.0,0.0,5709.0,0.0,456.05,45.0,0.0,201.0,353.0,0.0,4640.22,0.0,2588.6,0.0,0.0,926.0,2253.0,0.02,0.14,0.2,0.0
2019-01-03 00:00:00,0.0,2676.0,0.0,147.68,321.86,0.0,31.0,11.0,0.0,223.08,0.0,11393.0,3821.0,0.0,473.66,871.91,0.7,220.4,31.0,5875.0,1056.5,0.0,2952.0,0.0,277.0,0.0,0.0,0.0,274.0,384.0,1.0,5544.0,0.0,458.51,46.0,0.0,192.0,512.0,0.0,4474.39,0.0,2508.7,0.0,0.0,1097.0,2047.0,0.02,0.08,0.2,0.0
2019-01-03 01:00:00,0.0,2730.0,0.0,124.97,232.35,0.0,51.0,10.0,0.0,218.26,0.0,10986.0,3778.0,0.0,540.3,837.9,0.7,225.0,31.0,5845.0,894.43,0.0,2875.0,0.0,292.0,0.0,0.0,0.0,272.0,394.0,1.0,4954.0,0.0,441.89,45.0,0.0,208.0,518.0,0.0,4383.59,0.0,2390.7,0.0,0.0,1139.0,1889.0,0.02,0.08,0.2,0.0
2019-01-03 02:00:00,0.0,2804.0,0.0,95.26,187.56,0.0,44.0,10.0,0.0,212.18,0.0,11154.0,4065.0,0.0,579.49,849.16,0.7,221.6,23.0,5658.0,729.87,0.0,2803.0,0.0,294.0,0.0,0.0,0.0,274.0,375.0,0.0,4964.0,0.0,436.16,42.0,0.0,148.0,433.0,0.0,4428.88,0.0,2329.2,0.0,0.0,1051.0,1765.0,0.02,0.13,0.2,0.0
2019-01-03 03:00:00,0.0,2771.0,0.0,96.51,160.11,0.0,30.0,4.0,0.0,198.72,0.0,11767.0,4156.0,0.0,597.95,768.43,0.7,218.3,15.0,5567.0,584.36,0.0,2763.0,1.0,394.0,0.0,0.0,0.0,283.0,323.0,0.0,5075.0,0.0,442.04,43.0,0.0,141.0,410.0,0.0,4420.62,0.0,2272.9,0.0,0.0,814.0,1640.0,0.02,0.04,0.2,0.0
2019-01-03 04:00:00,0.0,2761.0,0.0,80.32,132.65,0.0,24.0,13.0,0.0,178.8,0.0,12213.0,4379.0,0.0,610.32,624.04,0.7,212.3,15.0,5476.0,515.86,0.0,2650.0,2.0,523.0,0.0,0.0,0.0,278.0,318.0,0.0,5142.0,0.0,433.91,43.0,0.0,137.0,348.0,0.0,4230.86,0.0,2154.6,0.0,0.0,746.0,1598.0,0.02,0.0,0.2,0.0
2019-01-03 05:00:00,0.0,2804.0,0.0,75.33,144.37,19.0,10.0,14.0,0.0,160.08,0.0,12600.0,4215.0,0.0,640.2,519.57,0.7,206.3,15.0,5390.0,466.03,0.0,2541.0,4.0,632.0,0.0,0.0,0.0,275.0,332.0,0.0,5830.0,0.0,439.25,41.0,0.0,126.0,381.0,0.0,4169.0,0.0,2108.9,0.0,0.0,637.0,1631.0,0.02,0.02,0.2,0.0
2019-01-03 06:00:00,11.0,2805.0,0.0,77.37,199.47,73.0,56.0,15.0,2.35,161.18,0.0,12743.0,4117.0,0.0,667.82,563.68,0.7,202.6,14.0,5682.0,419.4,0.0,2513.0,25.0,673.0,0.0,0.0,0.0,277.0,359.0,13.0,5724.0,0.0,434.91,40.0,0.0,133.0,427.0,0.0,3833.28,0.0,2232.9,0.0,8.0,659.0,1716.0,0.25,0.09,0.2,0.0
2019-01-03 07:00:00,30.0,2821.0,0.07,87.98,166.25,366.0,56.0,9.0,23.19,168.93,181.0,12675.0,4053.0,1.0,607.6,434.46,0.7,191.7,33.0,5837.0,371.62,146.0,2511.0,80.0,696.0,0.0,0.0,0.0,279.0,385.0,871.0,5577.0,1.0,420.52,37.0,0.0,129.0,429.0,0.0,3681.83,0.1,2392.8,0.0,50.0,549.0,1765.0,13.43,0.13,0.5,0.0
2019-01-03 08:00:00,62.0,2883.0,53.06,101.66,165.07,462.0,55.0,11.0,76.42,172.91,1607.0,12008.0,3646.0,45.13,505.2,368.16,0.7,187.0,656.0,5574.0,358.87,796.0,2381.0,185.0,780.0,0.0,0.0,0.0,281.0,337.0,2972.0,5465.0,1.0,400.01,35.0,0.0,150.0,464.0,0.0,3490.61,28.3,2509.0,0.0,114.0,262.0,1913.0,47.99,0.11,21.7,0.0
2019-01-03 09:00:00,98.0,2926.0,172.53,113.31,161.08,433.0,60.0,25.0,101.26,180.31,3506.0,10253.0,3148.0,121.4,389.82,318.7,0.7,192.6,1793.0,4806.0,403.31,2087.0,2043.0,267.0,982.0,0.0,0.0,0.0,285.0,336.0,5060.0,5957.0,2.0,399.43,35.0,0.0,130.0,446.0,0.0,3504.78,108.4,2465.8,0.0,159.0,182.0,2082.0,80.15,0.2,89.4,0.0
