t,2024_EU27.Elec,2025_EU27.Elec,2026_EU27.Elec,2027_EU27.Elec,2028_EU27.Elec,2029_EU27.Elec,2030_EU27.Elec,2031_EU27.Elec,2032_EU27.Elec,2033_EU27.Elec,2034_EU27.Elec,2035_EU27.Elec,2036_EU27.Elec,2037_EU27.Elec,2038_EU27.Elec,2039_EU27.Elec,2040_EU27.Elec,2041_EU27.Elec,2042_EU27.Elec,2043_EU27.Elec,2044_EU27.Elec,2045_EU27.Elec,2046_EU27.Elec,2047_EU27.Elec,2048_EU27.Elec,2049_EU27.Elec,2050_EU27.Elec
56,347827.55873822386,366434.00906921836,385040.45940021286,403646.9097312074,422253.3600622019,440873.7687205265,427520.8630404825,438863.7695849953,450211.8897043489,461560.0098237027,472908.12994305644,484256.2500624102,495618.3285090941,506966.44862844783,518314.5687478015,529662.6888671552,493344.31375377835,509590.61416650255,525838.1071787138,542085.6001909251,558333.0932031363,574580.5862153476,590828.0792275589,607075.5722397701,623323.0652519814,639612.4332461829,567122.5839458326
57,358876.3440417424,378073.8305623749,397271.3170830075,416468.80360364,435666.2901242726,454878.1783602244,441101.11598433915,452804.33135424467,464512.9259088389,476221.5204634333,487930.11501802766,499638.709572622,511361.70584253565,523070.30039713,534778.8949517243,546487.4895063187,509015.45672804595,525777.8228771592,542541.4195088294,559305.0161404994,576068.6127721696,592832.2094038398,609595.8060355099,626359.4026671799,643122.9992988502,659929.8010764782,585137.3027723818
58,362029.56077697204,381395.7233242534,400761.88587153476,420128.04841881606,439494.2109660974,458874.9017673527,444976.7891624201,456782.83319510333,468594.30367592827,480405.77415675326,492217.24463757826,504028.7151184033,515854.71385320224,527666.1843340272,539477.6548148522,551289.1252956772,513487.84974946716,530397.4960811307,547308.3837068138,564219.2713324968,581130.1589581798,598041.0465838629,614951.9342095458,631862.8218352288,648773.7094609119,665728.1818485168,590278.529732982
59,363088.3120249793,382511.1106898254,401933.90935467137,421356.70801951736,440779.50668436335,460216.8760908934,446278.1186169787,458118.68928838946,469964.7022775265,481810.71526666364,493656.7282558008,505502.74124493793,517363.32497575914,529209.3379648963,541055.3509540333,552901.3639431705,514989.53900542756,531948.6374014987,548908.9807217394,565869.3240419799,582829.6673622206,599790.0106824612,616750.3540027018,633710.6973229424,650671.040643183,667675.0961884758,592004.7924411583
60,361081.28634858533,380396.72254998446,399712.15875138354,419027.5949527827,438343.03115418175,457672.9575552818,443811.2486759395,455586.36879834154,467366.9011552338,479147.43351212615,490927.96586901846,502708.4982259108,514503.5207825041,526284.0531393965,538064.5854962887,549845.1178531811,512142.8562739077,529008.2106831797,545874.8031351141,562741.3955870484,579607.9880389828,596474.5804909173,613341.1729428517,630207.765394786,647074.3578467205,663984.4208977578,588732.396223414
61,356203.64202458505,375258.15684535523,394312.6716661254,413367.1864868956,432421.70130766573,451490.5105881664,437816.05174972204,449432.108386973,461053.50414787774,472674.8999087826,484296.29566968745,495917.6914305923,507553.38165122765,519174.77741213253,530796.1731730372,542417.5689339421,505224.6060337938,521862.1358414684,538500.8869677824,555139.6380940962,571778.3892204103,588417.1403467242,605055.8914730381,621694.642599352,638333.393725666,655015.0282311714,580779.5408986936
62,352115.6002129224,370951.4321116272,389787.264010332,408623.09590903687,427458.9278077417,446308.8901129722,432791.36891605693,444274.11157327716,455762.1320786387,467250.1525840003,478738.1730893619,490226.19359472353,501728.3445066108,513216.36501197243,524704.385517334,536192.4060226956,499426.29554486176,515872.8814387965,532320.6746346648,548768.467830533,565216.2610264013,581664.0542222697,598111.847418138,614559.6406140062,631007.4338098745,647497.6182253197,574114.1092005296
63,350052.21851791005,368777.673282723,387503.12804753595,406228.5828123489,424954.03757716186,443693.53994494915,430255.23081868,441670.68511664233,453091.38633479155,464512.08755294076,475932.78877109004,487353.48998923926,498788.2388103629,510208.94002851215,521629.6412466613,533050.3424648106,496499.67975274136,512849.8893876905,529201.2992498378,545552.7091119849,561904.1189741322,578255.5288362795,594606.9386984268,610958.348560574,627309.7584227213,643703.3110937915,570749.826155256
64,355970.29481703,375012.32712134003,394054.35942565004,413096.39172996004,432138.42403427005,451194.74143408216,437529.2406645858,449137.6876817787,460751.47032499244,472365.25296820624,483979.0356114201,495592.818254634,507220.8859933499,518834.66863656376,530448.4512797775,542062.2339229913,504893.63594506594,521520.26659096003,538148.1177554138,554775.9689198675,571403.8200843212,588031.671248775,604659.5224132288,621287.3735776825,637915.2247421362,654585.9311930963,580399.0751535835
65,368870.0020032609,388602.08245072456,408334.16289818817,428066.24334565183,447798.3237931155,467545.20700160495,453384.4936791333,465413.609413882,477448.2541279014,489482.8988419209,501517.5435559404,513552.1882699599,525601.6357450052,537636.2804590247,549670.9251730441,561705.5698870636,523190.05044569296,540419.1995318852,557649.6133659795,574880.0272000738,592110.4410341681,609340.8548682624,626571.2687023567,643801.6825364509,661032.0963705452,678306.9184877172,601431.6675627023
66,372777.1528846141,392718.23979802115,412659.32671142824,432600.41362483526,452541.50053824234,472497.54700672324,458186.8403444895,470343.37107609265,482505.4893511113,494667.60762613,506829.72590114875,518991.84417616745,531168.92200626,543331.0402812788,555493.1585562973,567655.2768313161,528731.7926736122,546143.4366351576,563556.3587410884,580969.2808470192,598382.20295295,615795.125058881,633208.0471648119,650620.9692707426,668033.8913766735,685491.6921478258,607802.1619299037
67,367884.737101219,387564.11245961726,407243.48781801545,426922.86317641364,446602.2385348119,466296.37711553444,452173.4875622734,464170.4731008238,476172.97285054444,488175.47260026523,500177.97234998597,512180.4720997067,524197.7350717519,536200.2348214725,548202.7345711932,560205.234320914,521792.5912025933,538975.720618456,556160.111404034,573344.502189612,590528.8929751901,607713.2837607681,624897.6745463462,642082.0653319241,659266.4561175022,676495.1365700533,599825.2221759593
68,353812.5964501832,372739.20630884904,391665.8161675149,410592.42602618074,429519.0358848466,448459.84425053315,434877.17631602834,446415.25923954457,457958.645447418,469502.03165529144,481045.4178631649,492588.8040710384,504146.3887859326,515689.7749938061,527233.1612016795,538776.547409553,501833.2452619895,518359.09431370796,534886.1564858663,551413.2186580246,567940.2808301828,584467.3430023412,600994.4051744996,617521.4673466579,634048.5295188162,650618.1872120368,576881.0115544228
69,337263.3210560511,355304.6552575727,373345.98945909424,391387.32366061583,409428.6578621374,427483.52644790616,414536.1759511931,425534.575116309,436538.02950928494,447541.483902261,458544.938295237,469548.3926882131,480565.3814654363,491568.8358584123,502572.29025138833,513575.74464436434,478360.4332109323,494113.30009688647,509867.3233606308,525621.346624375,541375.3698881193,557129.3931518636,572883.4164156079,588637.4396793521,604391.4629430964,620186.0893595823,549897.9057361317
70,323384.88341246883,340683.8139309014,357982.744449334,375281.6749677665,392580.6054861991,409892.513446881,397477.9484186725,408023.76176296937,418574.4223117208,429125.0828604722,439675.7434092237,450226.40395797516,460790.04194897594,471340.7024977274,481891.3630464788,492442.02359523025,458675.82765499165,473780.4616406121,488886.2044188983,503991.94719718443,519097.68997547065,534203.4327537569,549309.1755320431,564414.9183103292,579520.6610886154,594665.3361936498,527269.5221597657
71,307089.47167013807,323516.70654057,339943.94141100196,356371.17628143396,372798.4111518659,389237.9695293274,377448.9762551287,387463.38451706775,397482.39573211735,407501.406947167,417520.41816221667,427539.4293772663,437570.7640993456,447589.77531439526,457608.78652944486,467627.7977444945,435563.0853739644,449906.5946359565,464251.15681838925,478595.7190008219,492940.2811832546,507284.84336568735,521629.4055481201,535973.9677305528,550318.5299129855,564700.0626165069,500700.3335443028
72,289667.824130923,305163.1172633328,320658.4103957426,336153.7035281525,351648.9966605623,367155.91416891536,356035.7282118424,365482.00403308123,374932.6216749785,384383.2393168759,393833.8569587733,403284.4746006706,412746.7166185113,422197.33426040865,431647.951902306,441098.56954420335,410852.9365264351,424382.7169377478,437913.4905357411,451444.2641337343,464975.0377317276,478505.8113297209,492036.58492771414,505567.3585257074,519098.1321237007,532663.7788495239,472294.85065250844
73,277385.455515562,292223.72399352037,307061.9924714787,321900.26094943704,336738.5294273954,351587.9293895833,340939.2567026013,349984.99566053157,359034.8923391362,368084.789017741,377134.68569634575,386184.5823749505,395245.6105377848,404295.5072163896,413345.4038949943,422395.30057359906,393432.1296823846,406388.2262515405,419345.27389470895,432302.3215378773,445259.3691810458,458216.4168242142,471173.4644673827,484130.51211055106,497087.5597537195,510078.00184957654,452268.8105900502
74,270953.1460028417,285447.328900301,299941.5117977603,314435.6946952196,328929.8775926789,343434.9338456501,333033.19392770977,341869.17065192614,350709.20868315967,359549.2467143933,368389.2847456269,377229.32277686056,386080.23416360613,394920.2721948398,403760.3102260733,412600.34825730696,384308.80623464956,396964.46303109056,409621.04884702654,422277.6346629624,434934.2204788984,447590.80629483436,460247.3921107703,472903.9779267062,485560.5637426422,498249.769625114,441781.11949154607
75,266886.24839867087,281162.8794478875,295439.510497104,309716.14154632064,323992.77259553724,338280.1137955784,328034.49980485294,336737.85207683337,345445.2046972483,354152.5573176632,362859.90993807814,371567.26255849306,380285.3253297326,388992.67795014754,397700.0305705624,406407.3831909773,378540.4858206062,391006.1863051758,403472.8018650319,415939.4174248879,428406.03298474394,440872.6485446,453339.26410445606,465805.87966431206,478272.4952241681,490771.24123649806,435150.16280057176
76,268457.1593392558,282817.8236275189,297178.487915782,311539.1522040451,325899.81649230816,340271.25397208537,329965.3335878772,338719.91439405846,347478.5190950021,356237.1237959457,364995.7284968894,373754.33319783304,382523.7110902908,391282.3157912345,400040.92049217806,408799.52519312175,380768.60133497935,393307.6757958807,405847.670718265,418387.6656406492,430927.66056303354,443467.6554854178,456007.6504078021,468547.64533018635,481087.6402525706,493659.9547494971,437711.4867940044
77,280460.0591716558,295462.7984017941,310465.5376319325,325468.2768620708,340471.01609220915,355485.0101904871,344718.3051866517,353864.30917837913,363014.51697590534,372164.7247734316,381314.9325709578,390465.1403684841,399626.6030341499,408776.8108316762,417927.0186292023,427077.2264267286,397793.02114332264,410892.7260419282,423993.3925564676,437094.059071007,450194.7255855464,463295.39210008585,476396.05861462525,489496.7251291646,502597.39164370403,515731.8227626623,457281.86124186905
78,306793.8522509554,323205.2734576862,339616.6946644169,356028.11587114766,372439.5370778784,388863.26992842514,377085.6253185929,387090.3932189209,397099.7596413305,407109.12606374023,417118.4924861499,427127.8589085596,437149.53697478527,447158.903397195,457168.2698196046,467177.63624201424,435143.79093962454,449473.49243460334,463804.24583642976,478134.9992382561,492465.7526400825,506796.5060419089,521127.25944373535,535458.0128455617,549788.7662473881,564156.4545806625,500218.33479331364
79,335476.5166284453,353422.26873188914,371368.02083533304,389313.7729387769,407259.5250422207,425218.7398254121,412339.98375254817,423280.1139417693,434225.2725765028,445170.4312112364,456115.58984597,467060.74848070357,478019.3697951847,488964.5284299183,499909.6870646518,510854.8456993854,475826.1032476966,491495.512222452,507166.071448565,522836.63067467796,538507.189900791,554177.7491269041,569848.3083530171,585518.8675791301,601189.4268052431,616900.3740705986,546984.5737745538
80,355496.24796269776,374512.9219277154,393529.59589273314,412546.26985775086,431562.9438227685,450593.883859778,436946.58148421213,448539.5694929644,460137.88602226623,471736.2025515681,483334.51908086997,494932.8356101719,506545.4182114655,518143.7347407674,529742.0512700692,541340.3677993711,504221.2673699994,520825.75627521845,537431.4640736285,554037.1718720385,570642.8796704486,587248.5874688587,603854.2952672688,620460.0030656788,637065.7108640888,653714.2168784742,579626.1557278901
81,366986.0559692164,386617.3578917239,406248.6598142315,425879.96173673903,445511.26365924656,465157.29273998557,451068.9030533699,463036.58195465844,475009.7615968179,486982.9412389774,498956.120881137,510929.30052329646,522917.20732368744,534890.386965847,546863.5666080064,558836.746250166,520517.9388203622,537659.0927133574,554801.5048947518,571943.9170761462,589086.3292575406,606228.7414389352,623371.1536203296,640513.565801724,657655.9779831184,674842.5716392072,598359.9490746169
82,371341.01129893266,391205.27423329913,411069.53716766555,430933.80010203196,450798.06303639844,470677.2278934463,456421.653904444,468531.3510273182,480646.6141673331,492761.87730734807,504877.140447363,516992.403587378,529122.5686500743,541237.8317900893,553353.0949301042,565468.3580701192,526694.8284732726,544039.3932542009,561385.2312554033,578731.0692566053,596076.9072578076,613422.7452590098,630768.583260212,648114.4212614142,665460.2592626164,682850.803031863,605460.5753979501
83,372380.9581842719,392300.8513284444,412220.7444726169,432140.6376167894,452060.5307609618,471995.3675609064,457699.87059190054,469843.481129728,481992.6732724228,494141.86541511765,506291.05755781254,518440.2497005074,530604.3854989744,542753.5776416692,554902.769784364,567051.9619270589,528169.8463940757,545562.9849268188,562957.4002455111,580351.8155642033,597746.2308828955,615140.6462015879,632535.0615202801,649929.4768389723,667323.8921576646,684763.138443673,607156.1781469659
84,368995.0410278612,388733.8102276741,408472.57942748704,428211.3486273,447950.11782711296,467703.6948057705,453538.1813049924,465571.3746521523,477610.09885278833,489648.8230534245,501687.54725406057,513726.2714546967,525779.8034341774,537818.5276348136,549857.2518354496,561895.9760360856,523367.40065913677,540602.3900575928,557838.6446326734,575074.8992077537,592311.1537828342,609547.4083579147,626783.6629329952,644019.9175080756,661256.1720831561,678536.8499947703,601635.5400073775
85,363181.8582601037,382609.6610234857,402037.4637868678,421465.2665502499,440893.069313632,460335.4465727105,446393.09791108523,458236.71919242025,470085.78419364267,481934.84919486527,493783.9141960878,505632.97919731034,517496.61869422934,529345.6836954518,541194.7486966744,553043.8136978969,515122.2211406185,532085.6888863865,549050.4018770667,566015.1148677468,582979.8278584271,599944.5408491074,616909.2538397877,633873.9668304678,650838.679821148,667847.1162989177,592157.3168206944
86,357141.26350092917,376245.9348058266,395350.606110724,414455.2774156214,433559.9487205188,452678.9521119165,438968.4985087599,450615.1316558736,462267.1179806159,473919.1043053583,485571.0906301007,497223.07695484307,508889.39536608575,520541.3816908282,532193.3680155704,543845.3543403129,506554.4898000077,523235.8139528842,539918.3626392313,556600.9113255782,573283.4600119252,589966.0086982723,606648.5573846194,623331.1060709663,640013.6547573133,656739.1997031613,582308.3050839017
87,354043.41358162806,372982.3706145873,391921.3276475465,410860.28468050563,429799.24171346484,448752.4065161412,435160.87764089694,446706.4876768718,458257.40445691365,469808.3212369555,481359.2380169974,492910.15479703934,504475.2793467984,516026.19612684025,527577.1129068821,539128.029686924,502160.6267947477,518697.2568336642,535235.1007844253,551772.9447351863,568310.7886859473,584848.6326367084,601386.4765874696,617924.3205382306,634462.1644889916,651042.6317489041,577257.3520849973
88,359015.57432031364,378220.50873056194,397425.4431408103,416630.3775510586,435835.31196130696,455054.6536741886,441272.2463256844,452980.002094987,464693.1391358961,476406.27617680526,488119.4132177144,499832.5502586236,511560.0946021661,523273.23164307524,534986.3686839843,546699.5057248934,509212.9352328679,525981.804538144,542751.9048033571,559522.0050685701,576292.1053337832,593062.2055989964,609832.3058642094,626602.4061294225,643372.5063946357,660185.8285677488,585364.3136384365
89,369126.6144971518,388872.42199844413,408618.22949973645,428364.0370010288,448109.8445023211,467870.4650625041,453699.9005297382,465737.3845822445,477780.401460377,489823.4183385095,501866.43521664204,513909.4520947746,525967.2820317978,538010.2989099304,550053.3157880628,562096.3326661953,523554.0190603666,540795.1539813804,558037.5545301458,575279.9550789112,592522.3556276766,609764.7561764419,627007.1567252073,644249.5572739727,661491.9578227381,678778.7975481756,601850.0666715484
90,371324.2233879012,391187.5882811984,411050.95317449555,430914.31806779274,450777.6829610899,470655.94910336926,456401.0195928936,468510.1692499299,480624.8846724734,492739.600095017,504854.3155175606,516969.0309401042,529098.64761163,541213.3630341736,553328.0784567171,565442.7938792608,526671.0171902414,544014.7978428307,561359.851658133,578704.9054734352,596049.9592887374,613395.0131040397,630740.066919342,648085.1207346441,665430.1745499464,682819.9321121954,605433.2032037578
